Cinema,First day of screening,Screening Days,Title (original),IMDB ID
Динамо / Dinamo,06/02/1946,1,Как закалялась сталь,34932
Заря / Zaria,07/02/1946,2,Наш кандидат Д. Н. Чечулин,Unknown
Диск / Disk,07/02/1946,1,Ураган,29030
Молот / Molot,07/02/1946,2,В старом Чикаго,29047
Авангард / Avangard,08/02/1946,1,Наш кандидат - президент Академии Наук СССР С. И. Вавилов,Unknown
Хроника / Khronika,08/02/1946,1,Наш кандидат Н. Л. Булганин,Unknown
Новости дня / Novosti dnia,08/02/1946,1,Наш кандидат Н. Л. Булганин,Unknown
Хроника / Khronika,08/02/1946,7,Новости дня №6 1946 г.,Unknown
Новости дня / Novosti dnia,08/02/1946,7,Новости дня №6 1946 г.,Unknown
Хроника / Khronika,08/02/1946,7,Новости дня №7 1946 г.,Unknown
Новости дня / Novosti dnia,08/02/1946,7,Новости дня №7 1946 г.,Unknown
Хроника / Khronika,08/02/1946,1,Новости дня №8 1946 г.,Unknown
Новости дня / Novosti dnia,08/02/1946,1,Новости дня №8 1946 г.,Unknown
Кадр / Kadr,08/02/1946,1,Партизаны в степях Украины,1346998
Мир / Mir,08/02/1946,1,Жди меня,36558
Наука и знание / Nauka i znanie,12/02/1946,8,Эдисон,32432
Смена / Smena,12/02/1946,3,Сердца четырех,38533
им. III Интернационала / im. III Internatsionala,12/02/1946,8,Аршин Мал-Алан,37520
Баррикады / Barrikady,12/02/1946,3,Лисички,Unknown
Спартак / Spartak,12/02/1946,3,Насреддин в Бухаре,36196
Луч / Luch,12/02/1946,3,Воздушный извозчик,37353
Авангард / Avangard,12/02/1946,8,Моя любовь,32812
Молот / Molot,12/02/1946,3,Последняя ночь,28131
Кадр / Kadr,12/02/1946,3,Свинарка и пастух,34249
Таганский ПКиО / Taganskiĭ PKIO,12/02/1946,3,Сестра его дворецкого,36001
Диск / Disk,12/02/1946,2,Песни Абая,175031
Мир / Mir,12/02/1946,3,Девушка спешит на свидание,27522
Арс / Ars,12/02/1946,9,Девушка спешит на свидание,27522
Театр киноактера / Teatr kinoaktera,13/02/1946,18,Зигмунд Колосовский,38272
Ударник / Udarnik,13/02/1946,18,Зигмунд Колосовский,38272
Москва / Moskva,13/02/1946,18,Зигмунд Колосовский,38272
Колизей / Kolizeĭ,13/02/1946,18,Зигмунд Колосовский,38272
Родина / Rodina,13/02/1946,18,Зигмунд Колосовский,38272
Художественный / Khudozhestvennyĭ,13/02/1946,18,Зигмунд Колосовский,38272
Центральный / Tsentral'nyĭ,13/02/1946,18,Зигмунд Колосовский,38272
Форум / Forum,13/02/1946,18,Зигмунд Колосовский,38272
Таганский / Taganskiĭ,13/02/1946,18,Зигмунд Колосовский,38272
Динамо / Dinamo,13/02/1946,18,Зигмунд Колосовский,38272
Орион / Orion,13/02/1946,18,Зигмунд Колосовский,38272
Метрополь / Metropol',13/02/1946,18,Зигмунд Колосовский,38272
Шторм / Shtorm,13/02/1946,18,Зигмунд Колосовский,38272
Уран / Uran,13/02/1946,10,Близнецы,39925
Диск / Disk,14/02/1946,1,Она защищает Родину,36236
Хроника / Khronika,18/02/1946,3,Всесоюзный парад физкультурников,Unknown
Новости дня / Novosti dnia,18/02/1946,2,Разгром Японии,171687
Кадр / Kadr,18/02/1946,5,Близнецы,39925
Наука и знание / Nauka i znanie,18/02/1946,1,Небесные гости,Unknown
Наука и знание / Nauka i znanie,18/02/1946,1,Земля в пространстве,Unknown
Экспресс / Ėkspress,18/02/1946,5,Песнь о России,Unknown: kinopoisk.ru
Октябрь / Oktiabr',18/02/1946,4,Аршин Мал-Алан,37520
Баррикады / Barrikady,18/02/1946,5,Великий перелом,37426
Экран жизни / Ėkran zhizni,18/02/1946,9,Остров сокровищ,430677
Спартак / Spartak,18/02/1946,3,Мужество,31687
Луч / Luch,18/02/1946,4,Весенний вальс,33095
Молот / Molot,18/02/1946,8,Любимая девушка,173996
Авангард / Avangard,18/02/1946,2,Моя любовь,32812
Смена / Smena,18/02/1946,5,Сестра его дворецкого,36001
Диск / Disk,18/02/1946,5,Лисички,Unknown
Юный зритель / IUnyĭ zritel',18/02/1946,5,Лисички,Unknown
Таганский ПКиО / Taganskiĭ PKIO,18/02/1946,1,Черевички,5125104
Заря / Zaria,18/02/1946,2,Малахов Курган,37043
Мир / Mir,18/02/1946,5,Леди Гамильтон,34272
Наука и знание / Nauka i znanie,19/02/1946,3,Якутия,Unknown
Наука и знание / Nauka i znanie,19/02/1946,3,Танцы народов СССР,Unknown
Востоккино / Vostokkino,19/02/1946,21,Песнь о любви,27680
им. III Интернационала / im. III Internatsionala,19/02/1946,7,Великий перелом,37426
Таганский ПКиО / Taganskiĭ PKIO,19/02/1946,3,Человек с ружьем,29986
Авангард / Avangard,19/02/1946,4,В старом Чикаго,29047
Новости дня / Novosti dnia,20/02/1946,1,Повесть о наших детях,Unknown: net-film.ru
Арс / Ars,20/02/1946,6,Моя любовь,32812
Заря / Zaria,20/02/1946,6,Поединок,37914
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,20/02/1946,14,Музыкальная история,32825
Хроника / Khronika,21/02/1946,8,Новости дня №10 1946 г.,Unknown
Новости дня / Novosti dnia,21/02/1946,8,Новости дня №10 1946 г.,Unknown
Хроника / Khronika,21/02/1946,8,Новости дня №11 1946 г.,Unknown
Новости дня / Novosti dnia,21/02/1946,8,Новости дня №11 1946 г.,Unknown
Хроника / Khronika,21/02/1946,5,Наука  и техника №63 1946 г.,Unknown
Новости дня / Novosti dnia,21/02/1946,5,Наука  и техника №63 1946 г.,Unknown
Спартак / Spartak,21/02/1946,2,Как закалялась сталь,34932
Уран / Uran,21/02/1946,6,Маскарад,33886
Наука и знание / Nauka i znanie,22/02/1946,1,Разгром Японии,171687
Октябрь / Oktiabr',22/02/1946,1,Партизаны в степях Украины,1346998
Луч / Luch,22/02/1946,4,Это было в Донбассе,37684
Таганский ПКиО / Taganskiĭ PKIO,22/02/1946,4,Учитель,32070
Баррикады / Barrikady,22/02/1946,1,Воздушный извозчик,37353
Хроника / Khronika,25/02/1946,19,Освобожденная Чехословакия,Unknown
Новости дня / Novosti dnia,25/02/1946,19,Освобожденная Чехословакия,Unknown
Метрополь / Metropol',25/02/1946,19,Освобожденная Чехословакия,Unknown
Родина / Rodina,25/02/1946,5,Освобожденная Чехословакия,Unknown
Наука и знание / Nauka i znanie,25/02/1946,12,Освобожденная Чехословакия,Unknown
Наука и знание / Nauka i znanie,25/02/1946,5,Опыты академика Павлова,Unknown
Экспресс / Ėkspress,25/02/1946,5,Иудушка Головлев,164542
Авангард / Avangard,25/02/1946,8,Лисички,Unknown
Мир / Mir,25/02/1946,1,Мужество,31687
Смена / Smena,25/02/1946,5,Без вины виноватые,37540
Диск / Disk,25/02/1946,5,Без вины виноватые,37540
Баррикады / Barrikady,25/02/1946,10,Мы из Кронштадта,28012
Кадр / Kadr,25/02/1946,12,Тахир и Зухра,237800
Юный зритель / IUnyĭ zritel',25/02/1946,1,Дни и ночи,37646
Москва / Moskva,25/02/1946,5,Тетка Чарлея,33457
Октябрь / Oktiabr',25/02/1946,4,Сердца четырех,38533
Спартак / Spartak,25/02/1946,9,Близнецы,39925
Мир / Mir,26/02/1946,3,Великий перелом,37426
Таганский ПКиО / Taganskiĭ PKIO,26/02/1946,4,Великий перелом,37426
им. III Интернационала / im. III Internatsionala,26/02/1946,7,Шел солдат с фронта,12131680
Луч / Luch,26/02/1946,4,Насреддин в Бухаре,36196
Молот / Molot,26/02/1946,7,Серенада солнечной долины,34241
Арс / Ars,26/02/1946,7,Учитель,32070
Экран жизни / Ėkran zhizni,27/02/1946,3,Зигмунд Колосовский,38272
Художественный / Khudozhestvennyĭ,27/02/1946,3,Тетка Чарлея,33457
Метрополь / Metropol',27/02/1946,1,Новости дня №10 1946 г.,Unknown
Метрополь / Metropol',27/02/1946,1,Новости дня №11 1946 г.,Unknown
Хроника / Khronika,27/02/1946,10,Новости дня №12 1946 г.,Unknown
Новости дня / Novosti dnia,27/02/1946,10,Новости дня №12 1946 г.,Unknown
Метрополь / Metropol',27/02/1946,1,Новости дня №12 1946 г.,Unknown
Хроника / Khronika,27/02/1946,10,Новости дня №13 1946 г.,Unknown
Новости дня / Novosti dnia,27/02/1946,10,Новости дня №13 1946 г.,Unknown
Метрополь / Metropol',27/02/1946,1,Новости дня №13 1946 г.,Unknown
Заря / Zaria,27/02/1946,1,Маленький погонщик слонов,28827
Юный зритель / IUnyĭ zritel',28/02/1946,9,Аршин Мал-Алан,37520
Уран / Uran,01/03/1946,8,Кармелюк,6689322
Октябрь / Oktiabr',01/03/1946,1,Песнь о России,Unknown: kinopoisk.ru
Заря / Zaria,01/03/1946,4,Возвращение Максима,29740
Мир / Mir,01/03/1946,4,Каин и Артем,130054
Родина / Rodina,01/03/1946,1,Девушка спешит на свидание,27522
Театр киноактера / Teatr kinoaktera,04/03/1946,12,"Здравствуй, Москва!",38594
Ударник / Udarnik,04/03/1946,12,"Здравствуй, Москва!",38594
Москва / Moskva,04/03/1946,12,"Здравствуй, Москва!",38594
Колизей / Kolizeĭ,04/03/1946,12,"Здравствуй, Москва!",38594
Родина / Rodina,04/03/1946,12,"Здравствуй, Москва!",38594
Художественный / Khudozhestvennyĭ,04/03/1946,12,"Здравствуй, Москва!",38594
Центральный / Tsentral'nyĭ,04/03/1946,12,"Здравствуй, Москва!",38594
Форум / Forum,04/03/1946,12,"Здравствуй, Москва!",38594
Шторм / Shtorm,04/03/1946,12,"Здравствуй, Москва!",38594
Таганский / Taganskiĭ,04/03/1946,12,"Здравствуй, Москва!",38594
Динамо / Dinamo,04/03/1946,12,"Здравствуй, Москва!",38594
Орион / Orion,04/03/1946,12,"Здравствуй, Москва!",38594
Метрополь / Metropol',04/03/1946,12,"Здравствуй, Москва!",38594
Луч / Luch,04/03/1946,5,Моя любовь,32812
Смена / Smena,04/03/1946,5,Близнецы,39925
Диск / Disk,04/03/1946,5,Близнецы,39925
Октябрь / Oktiabr',04/03/1946,5,Остров сокровищ,430677
Спартак / Spartak,04/03/1946,5,Жди меня,36558
Хроника / Khronika,04/03/1946,10,Новости дня №14 1946 г.,Unknown
Новости дня / Novosti dnia,04/03/1946,10,Новости дня №14 1946 г.,Unknown
Таганский ПКиО / Taganskiĭ PKIO,04/03/1946,4,Аршин Мал-Алан,37520
